# x, y
1.000000000000000048e-04 5.078174218750000080e+00 1.674666666666666984e-10
1.000000000000000048e-04 7.656273437500000334e+00 1.674666666666666984e-10
1.000000000000000048e-04 8.828136718750000611e+00 1.674666666666666984e-10
1.000000000000000048e-04 5.156298437500000276e+00 1.674666666666666984e-10
1.000000000000000048e-04 7.734397656249999642e+00 1.674666666666666984e-10
1.000000000000000048e-04 3.750062500000000298e+00 1.674666666666666984e-10
1.000000000000000048e-04 2.734447656250000414e+00 1.674666666666666984e-10
1.000000000000000048e-04 2.265702343750000125e+00 1.674666666666666984e-10
1.000000000000000048e-04 4.843801562499999491e+00 1.674666666666666984e-10
1.000000000000000048e-04 1.718832812500000085e+00 1.674666666666666984e-10
1.000000000000000048e-04 2.578199218750000465e+00 1.674666666666666984e-10
1.000000000000000048e-04 4.765677343750000183e+00 1.674666666666666984e-10
1.000000000000000048e-04 8.515639843749999827e+00 1.674666666666666984e-10
1.000000000000000048e-04 4.453180468750000287e+00 1.674666666666666984e-10
1.000000000000000048e-04 5.781292187500000068e+00 1.674666666666666984e-10
1.000000000000000048e-04 3.125068750000000062e+00 1.674666666666666984e-10
1.000000000000000048e-04 6.875031250000000149e+00 1.674666666666666984e-10
1.000000000000000048e-04 7.813421874999999517e-01 1.674666666666666984e-10
1.000000000000000048e-04 5.937540624999999572e+00 1.674666666666666984e-10
1.000000000000000048e-04 1.640708593750000110e+00 1.674666666666666984e-10
1.000000000000000048e-04 6.328161718749999665e+00 1.674666666666666984e-10
1.000000000000000048e-04 9.843751562499999608e+00 1.674666666666666984e-10
1.000000000000000048e-04 1.953205468750000007e+00 1.674666666666666984e-10
1.000000000000000048e-04 6.718782812499999757e+00 1.674666666666666984e-10
1.000000000000000048e-04 3.515689843750000154e+00 1.674666666666666984e-10
1.000000000000000048e-04 8.750012500000000415e+00 1.674666666666666984e-10
1.000000000000000048e-04 1.093839062500000070e+00 1.674666666666666984e-10
1.000000000000000048e-04 8.203142968750000819e+00 1.674666666666666984e-10
1.000000000000000048e-04 5.000049999999999883e+00 1.674666666666666984e-10
